comp_id,wp_no,species_raw,length_cm
1,WP0481,Guitarfish (Bluntnose) (F),65.0
1,WP0481,Baardman (Belman),
1,WP0481,Guitarfish (Bluntnose) (F),64.0
1,WP0481,Guitarfish (Bluntnose) (M),65.0
1,WP0481,Baardman (Belman),66.0
1,WP0481,Guitarfish (Bluntnose) (M),66.0
1,WP0481,Skate (Biscuit),66.0
1,WP0478,Site Fish (Catfish - White Sea),66.0
1,WP0478,Site Fish (Gurnard - Cape),100.0
1,WP0478,Catshark (Striped),100.0
1,WP0478,Catshark (Leopard),100.0
